Error #,Timestamp,Message Type,Technical Engine,Process Id,Function,Error Message,Suggested Solution,HyperLink,
1,2016-06-08 08:48:56,INFO,EEP,pid=2211.3,retrieve_variable_value,Variable [TRIGGER_PATH_END] found as a node variable for node [coot] with value [Queues/d]
2,2016-06-08 08:49:12,INFO,EEP,pid=2211.3,retrieve_variable_value,Variable [TRIGGER_PATH_END] found as a node variable for node [coot] with value [Queues/d]
