Error #,Timestamp,Keyword,Error Message,Suggested Solution,
1,20160518/170021.296,U0003533,UCUDB: Check of data source finished: No errors. Performance CPU/DB: '202747744'/'198' ,TBD
2,20160518/170021.296,U0003621,Version of UC4 database objects: '9.00A430-0B1' ,TBD
3,20160518/210649.318,U2001000,Job '&lt;JOB NAME>' could not be started. Error code '1314 (= A required privilege is not held by the client.)'. ,Check to see if UAC (User Account Control) is on
4,20160519/225357.577,U0034036,"There is no valid license for Agent 'WEB.SERVICE' (license class '1', license category 'Test System', platform 'EX.RA'). ",Please verify your license class
5,20160521/082027.335,DEADLOCK, ,TBD
6,20160523/070245.426,DEADLOCK,UCUDB Ret: '6' opcode: 'SLCO' SQL Stmnt: 'SELECT * FROM MQSRV WHERE MQSRV_Type=? OR MQSRV_Type=? OR MQSRV_Type=?' 
UCUDB: ===> Time critical DB call!       OPC: 'SLCO' time: '5:123.845.000' 
UCUDB - List of bind parameters: 
UCUDB: 'MQSRV_Type         = 1' 
UCUDB: 'MQSRV_Type         = 2' 
UCUDB: 'MQSRV_Type         = 4' 
UCUDB: ===> 'SELECT * FROM MQSRV WHERE MQSRV_Type=? OR MQSRV_Type=? OR MQSRV_Type=?' 
,TBD
